,Name,Class,Rarity,Slot,Type,PVE Rating,PVP Rating,Link,Image
759,Brigand's Law,-,Legendary,Energy,Sidearm,4.9,4.1,https://www.light.gg/db/items/1298815317,https://www.bungie.net/common/destiny2_content/icons/4a385501a68da9e388be2d087722b13b.jpg
760,Dead Man Walking,-,Legendary,Energy,Sidearm,3,4,https://www.light.gg/db/items/1911843790,https://www.bungie.net/common/destiny2_content/icons/8bac2403b2f5dd1ad4bf8cb296e3c237.jpg
761,Dead Man Walking XX7463,-,Legendary,Energy,Sidearm,3.3,5,https://www.light.gg/db/items/3751622019,https://www.bungie.net/common/destiny2_content/icons/9640d8c5201018147cb8e58c673d1b9c.jpg
762,Death by Scorn,-,Legendary,Energy,Sidearm,4.4,4.8,https://www.light.gg/db/items/3334276333,https://www.bungie.net/common/destiny2_content/icons/4890e77aadf6ce34c785d1327cca9b1f.jpg
763,Drang,-,Legendary,Energy,Sidearm,4.5,4.7,https://www.light.gg/db/items/2362471600,https://www.bungie.net/common/destiny2_content/icons/d2e98908e38dcb66ee86b6f586f2b14b.jpg
764,Drang (Baroque),-,Legendary,Energy,Sidearm,4.2,3.7,https://www.light.gg/db/items/79075821,https://www.bungie.net/common/destiny2_content/icons/de656b2650a89628bf4a1d959f1cf72c.jpg
765,Drang (Baroque),-,Legendary,Energy,Sidearm,4.6,4.7,https://www.light.gg/db/items/502356570,https://www.bungie.net/common/destiny2_content/icons/de656b2650a89628bf4a1d959f1cf72c.jpg
766,Eleventh Hour,-,Legendary,Energy,Sidearm,0,0,https://www.light.gg/db/items/48361213,https://www.bungie.net/common/destiny2_content/icons/43a6aacb071dbe7b8c06e2f4f3fa7ab9.jpg
767,Etana SI4,-,Legendary,Energy,Sidearm,0,0,https://www.light.gg/db/items/1533499361,https://www.bungie.net/common/destiny2_content/icons/d1814feb971ae4fc06779b59f8f3c91b.jpg
768,Eulogy SI4,-,Legendary,Energy,Sidearm,0,0,https://www.light.gg/db/items/2812672357,https://www.bungie.net/common/destiny2_content/icons/3a2ddc603b338cd0dd3d636faeaf235a.jpg
769,Fioritura-59,-,Legendary,Energy,Sidearm,4.3,4.1,https://www.light.gg/db/items/2566006935,https://www.bungie.net/common/destiny2_content/icons/c47d6276916dd0a120cc2b5d2e419bfd.jpg
770,Forgiveness,-,Legendary,Energy,Sidearm,3.7,4.8,https://www.light.gg/db/items/2345794502,https://www.bungie.net/common/destiny2_content/icons/6dff6f498ed0a1dfcb4a598af780319c.jpg
771,Forgiveness (Adept),-,Legendary,Energy,Sidearm,3.3,4.2,https://www.light.gg/db/items/2405619467,https://www.bungie.net/common/destiny2_content/icons/7e48d32356fe81e403af84e9f1562b6e.jpg
772,Interregnum XVI,-,Legendary,Energy,Sidearm,5,4,https://www.light.gg/db/items/227548887,https://www.bungie.net/common/destiny2_content/icons/e1854def5cff0942e2f7a8d27bd5953f.jpg
773,Last Hope,-,Legendary,Energy,Sidearm,4.8,3.9,https://www.light.gg/db/items/3622137132,https://www.bungie.net/common/destiny2_content/icons/5632dab7f46e4607e6ba22c60e801a92.jpg
774,Last Hope,-,Legendary,Energy,Sidearm,0,0,https://www.light.gg/db/items/1911843791,https://www.bungie.net/common/destiny2_content/icons/5632dab7f46e4607e6ba22c60e801a92.jpg
775,Punching Out,-,Legendary,Energy,Sidearm,4.6,4.4,https://www.light.gg/db/items/378498222,https://www.bungie.net/common/destiny2_content/icons/4282d6ec929fa80ffcc82909008c2888.jpg
776,Redback-5si,-,Legendary,Energy,Sidearm,4,3.3,https://www.light.gg/db/items/1687353095,https://www.bungie.net/common/destiny2_content/icons/f29f72306455968c6f3fed3693d3c06b.jpg
777,Seventh Seraph SI-2,-,Legendary,Energy,Sidearm,4.8,4.2,https://www.light.gg/db/items/3937866388,https://www.bungie.net/common/destiny2_content/icons/71ad178e3d2087197b59f97a25af8de8.jpg
778,Swift Solstice,-,Legendary,Energy,Sidearm,0,0,https://www.light.gg/db/items/1084788061,https://www.bungie.net/common/destiny2_content/icons/8b1711b2070bb7736d65a06d0c1c636c.jpg
779,The Fool's Remedy,-,Legendary,Energy,Sidearm,0,5,https://www.light.gg/db/items/3424403076,https://www.bungie.net/common/destiny2_content/icons/c4500a3000888a730db6444ead95afe1.jpg
780,The Fool's Remedy,-,Legendary,Energy,Sidearm,4.2,4.3,https://www.light.gg/db/items/65611680,https://www.bungie.net/common/destiny2_content/icons/c4500a3000888a730db6444ead95afe1.jpg
781,The Keening,-,Legendary,Energy,Sidearm,4.1,4.3,https://www.light.gg/db/items/409551876,https://www.bungie.net/common/destiny2_content/icons/035a7f920b8c20fd607eba98fbfa073b.jpg
782,The Last Dance,-,Legendary,Energy,Sidearm,4.6,4.5,https://www.light.gg/db/items/2009277538,https://www.bungie.net/common/destiny2_content/icons/0facc938cd3de56f3bd243ca64f8ed3d.jpg
783,The Last Dance,-,Legendary,Energy,Sidearm,0,0,https://www.light.gg/db/items/3967155859,https://www.bungie.net/common/destiny2_content/icons/0facc938cd3de56f3bd243ca64f8ed3d.jpg
784,The Rattler,-,Legendary,Energy,Sidearm,0,5,https://www.light.gg/db/items/1911843788,https://www.bungie.net/common/destiny2_content/icons/2f0f5bcb9cfab145e87cb9ece96db3b8.jpg
785,The Vision,-,Legendary,Energy,Sidearm,4.6,3.1,https://www.light.gg/db/items/2414141462,https://www.bungie.net/common/destiny2_content/icons/00a269571904bff3d4abb858f80461ac.jpg
786,The Vision,-,Legendary,Energy,Sidearm,5,5,https://www.light.gg/db/items/293505772,https://www.bungie.net/common/destiny2_content/icons/00a269571904bff3d4abb858f80461ac.jpg
787,Timecard,-,Legendary,Energy,Sidearm,5,5,https://www.light.gg/db/items/1648316470,https://www.bungie.net/common/destiny2_content/icons/12a43603d2709cb5ca95aa279d9df322.jpg
788,Translation Theory,-,Legendary,Energy,Sidearm,4.4,4.6,https://www.light.gg/db/items/1843044398,https://www.bungie.net/common/destiny2_content/icons/b22dd1a504db01043990d7177b7a7e5b.jpg
789,Traveler's Judgment 5,-,Legendary,Energy,Sidearm,5,5,https://www.light.gg/db/items/2091737595,https://www.bungie.net/common/destiny2_content/icons/01d444b486b92f94da03fdc1d32d0153.jpg
790,Traveler's Judgment 5,-,Legendary,Energy,Sidearm,3.9,4.6,https://www.light.gg/db/items/4149758318,https://www.bungie.net/common/destiny2_content/icons/01d444b486b92f94da03fdc1d32d0153.jpg
791,Urchin-3si,-,Legendary,Energy,Sidearm,0,0,https://www.light.gg/db/items/1533499362,https://www.bungie.net/common/destiny2_content/icons/d35714f12853d024eb41ceb93e395437.jpg
792,Vestian Dynasty,-,Legendary,Energy,Sidearm,4.3,3.3,https://www.light.gg/db/items/3334276332,https://www.bungie.net/common/destiny2_content/icons/48a4691e0794ce71e6882dffd2257f85.jpg
793,1000 Yard Stare,-,Legendary,Energy,SniperRifle,3.6,4.8,https://www.light.gg/db/items/4164201232,https://www.bungie.net/common/destiny2_content/icons/3759e2601c29fef3c6b9a29f95d53694.jpg
794,A Single Clap,-,Legendary,Energy,SniperRifle,1,3,https://www.light.gg/db/items/3312073052,https://www.bungie.net/common/destiny2_content/icons/a4213e7be9ad3ca82baa9497fc3fc450.jpg
795,Adored,-,Legendary,Energy,SniperRifle,4.1,4.6,https://www.light.gg/db/items/4184808992,https://www.bungie.net/common/destiny2_content/icons/320ea9ac0e54173a0aa4f120dedd79c3.jpg
796,Albruna-D,-,Legendary,Energy,SniperRifle,3.5,4.8,https://www.light.gg/db/items/676270382,https://www.bungie.net/common/destiny2_content/icons/da13e4ef5ac4a8baf2e591d9b7ff5099.jpg
797,Anniella,-,Legendary,Energy,SniperRifle,3.5,4.3,https://www.light.gg/db/items/905092001,https://www.bungie.net/common/destiny2_content/icons/a97ba370f7b903680c88fde401de518f.jpg
798,Apostate,-,Legendary,Energy,SniperRifle,2.4,3.9,https://www.light.gg/db/items/2164448701,https://www.bungie.net/common/destiny2_content/icons/b3b3538f2445cb51b46b829595f5dcdb.jpg
799,Archimedes Truth,-,Legendary,Energy,SniperRifle,5,5,https://www.light.gg/db/items/1940885628,https://www.bungie.net/common/destiny2_content/icons/177e7fdba3736387c82c0723e08bb6c1.jpg
800,Belfry Bounty,-,Legendary,Energy,SniperRifle,0,0,https://www.light.gg/db/items/2295941920,https://www.bungie.net/common/destiny2_content/icons/5c5210d1cbd523239a56e941527837e6.jpg
801,Beloved,-,Legendary,Energy,SniperRifle,3.5,4.9,https://www.light.gg/db/items/4190932264,https://www.bungie.net/common/destiny2_content/icons/0458b8ce93e3fffe362514275dd395ef.jpg
802,Beloved,-,Legendary,Energy,SniperRifle,4,4.8,https://www.light.gg/db/items/3107853529,https://www.bungie.net/common/destiny2_content/icons/0458b8ce93e3fffe362514275dd395ef.jpg
803,Copperhead-4sn,-,Legendary,Energy,SniperRifle,0,0,https://www.light.gg/db/items/3666954561,https://www.bungie.net/common/destiny2_content/icons/e16c00da5f34d3f5db24a5f04c1068ee.jpg
804,Distant Tumulus,-,Legendary,Energy,SniperRifle,4.1,2.9,https://www.light.gg/db/items/2807687156,https://www.bungie.net/common/destiny2_content/icons/a7c364617e9cd954da8bafc14817080a.jpg
805,Distant Tumulus,-,Legendary,Energy,SniperRifle,1,3,https://www.light.gg/db/items/2738174948,https://www.bungie.net/common/destiny2_content/icons/a7c364617e9cd954da8bafc14817080a.jpg
806,Elegy-49,-,Legendary,Energy,SniperRifle,0,0,https://www.light.gg/db/items/3666954563,https://www.bungie.net/common/destiny2_content/icons/1c0253fe978327fc0886cca2945e600a.jpg
807,Elegy-49,-,Legendary,Energy,SniperRifle,2,5,https://www.light.gg/db/items/1873270090,https://www.bungie.net/common/destiny2_content/icons/1c0253fe978327fc0886cca2945e600a.jpg
808,Eye of Foresight,-,Legendary,Energy,SniperRifle,0,0,https://www.light.gg/db/items/3272713429,https://www.bungie.net/common/destiny2_content/icons/b6ebcc662023cbe851a9532079bdfbda.jpg
809,Far Future,-,Legendary,Energy,SniperRifle,3.4,4.5,https://www.light.gg/db/items/893527433,https://www.bungie.net/common/destiny2_content/icons/33fc901a23b8f7a2c35978ef7408fee8.jpg
810,Fate Cries Foul,-,Legendary,Energy,SniperRifle,4,5,https://www.light.gg/db/items/1684914716,https://www.bungie.net/common/destiny2_content/icons/546154231958406f778a6409f464d87b.jpg
811,Father's Sins,-,Legendary,Energy,SniperRifle,3.3,4.3,https://www.light.gg/db/items/3865728990,https://www.bungie.net/common/destiny2_content/icons/88f8dc84635c93e4cd2b0eded9575648.jpg
812,Frozen Orbit,-,Legendary,Energy,SniperRifle,4.1,4.7,https://www.light.gg/db/items/3473290087,https://www.bungie.net/common/destiny2_content/icons/cdd2017e6b28541493d83e946a718738.jpg
813,Fugue-55,-,Legendary,Energy,SniperRifle,4.2,4,https://www.light.gg/db/items/2233545123,https://www.bungie.net/common/destiny2_content/icons/5f4b175a57a9b1cd401854f8d43a0a27.jpg
814,Gallu RR3,-,Legendary,Energy,SniperRifle,3.2,4,https://www.light.gg/db/items/617501162,https://www.bungie.net/common/destiny2_content/icons/d5d362c36487d3f3a64da5b52a1bedf3.jpg
815,Gentleman Vagabond,-,Legendary,Energy,SniperRifle,3,5,https://www.light.gg/db/items/2660862359,https://www.bungie.net/common/destiny2_content/icons/690e11545961a315e2a52eca89c982c2.jpg
816,IKELOS_SR_v1.0.1,-,Legendary,Energy,SniperRifle,4.3,2,https://www.light.gg/db/items/847450546,https://www.bungie.net/common/destiny2_content/icons/79ab4d855d6dc199cec89af1480c14f9.jpg
817,IKELOS_SR_v1.0.2,-,Legendary,Energy,SniperRifle,4,3.8,https://www.light.gg/db/items/1253087083,https://www.bungie.net/common/destiny2_content/icons/79ab4d855d6dc199cec89af1480c14f9.jpg
818,IKELOS_SR_v1.0.3,-,Legendary,Energy,SniperRifle,4.6,3,https://www.light.gg/db/items/2302346155,https://www.bungie.net/common/destiny2_content/icons/45b7c7363d99e2b15f0edd3681e28d59.jpg
819,Last Foray,-,Legendary,Energy,SniperRifle,1.8,3,https://www.light.gg/db/items/1106635211,https://www.bungie.net/common/destiny2_content/icons/d025e82a5d43f5c5032b9d093b7809cf.jpg
820,Maestro-46,-,Legendary,Energy,SniperRifle,3.5,4.5,https://www.light.gg/db/items/2295941921,https://www.bungie.net/common/destiny2_content/icons/51370d5a55ba8f5ff649a79ddbb2cbfa.jpg
821,Maxim XI,-,Legendary,Energy,SniperRifle,0,5,https://www.light.gg/db/items/3239754990,https://www.bungie.net/common/destiny2_content/icons/0f5a1b2e64e297863a2a082abc5e82df.jpg
822,Mechabre,-,Legendary,Energy,SniperRifle,4.1,4.6,https://www.light.gg/db/items/1280894514,https://www.bungie.net/common/destiny2_content/icons/6d26c448431af4bb00d8aa1c2faec90e.jpg
823,Mercurial Overreach,-,Legendary,Energy,SniperRifle,2.2,4.4,https://www.light.gg/db/items/2073794990,https://www.bungie.net/common/destiny2_content/icons/09e2165a38bfc5f32324ff2985e476e7.jpg
824,Occluded Finality,-,Legendary,Energy,SniperRifle,3.4,4.1,https://www.light.gg/db/items/3434507093,https://www.bungie.net/common/destiny2_content/icons/930103c4c82eaf78e9f212d140736ed4.jpg
825,Occluded Finality,-,Legendary,Energy,SniperRifle,3.4,4.4,https://www.light.gg/db/items/852551895,https://www.bungie.net/common/destiny2_content/icons/930103c4c82eaf78e9f212d140736ed4.jpg
826,Omniscient Eye,-,Legendary,Energy,SniperRifle,2.8,4.7,https://www.light.gg/db/items/3454326177,https://www.bungie.net/common/destiny2_content/icons/26b41e620ad2359ba805e2c405233474.jpg
827,Persuader,-,Legendary,Energy,SniperRifle,0,0,https://www.light.gg/db/items/2290863050,https://www.bungie.net/common/destiny2_content/icons/72d4f26dc3dd9fe73af05f0f56e2edca.jpg
828,Persuader,-,Legendary,Energy,SniperRifle,3.6,5,https://www.light.gg/db/items/4083045006,https://www.bungie.net/common/destiny2_content/icons/72d4f26dc3dd9fe73af05f0f56e2edca.jpg
829,Show of Force,-,Legendary,Energy,SniperRifle,0,0,https://www.light.gg/db/items/3312073054,https://www.bungie.net/common/destiny2_content/icons/cb3010b6a7a494836f6952c234e766dd.jpg
830,Sole Survivor,-,Legendary,Energy,SniperRifle,3.3,4,https://www.light.gg/db/items/1150492185,https://www.bungie.net/common/destiny2_content/icons/5c0add624d949376e044cf6b70ef213b.jpg
831,Sole Survivor,-,Legendary,Energy,SniperRifle,4.8,5,https://www.light.gg/db/items/1115104187,https://www.bungie.net/common/destiny2_content/icons/527c1ef940961d711b31c982825e5953.jpg
832,Tatara Gaze,-,Legendary,Energy,SniperRifle,3.8,4.9,https://www.light.gg/db/items/1449922174,https://www.bungie.net/common/destiny2_content/icons/3c4d62b5c4dee5da48c978a343199911.jpg
833,The Domino,-,Legendary,Energy,SniperRifle,5,5,https://www.light.gg/db/items/4272442416,https://www.bungie.net/common/destiny2_content/icons/77ddf981aa6abf01e4d62b0370884a20.jpg
834,The Long Goodbye,-,Legendary,Energy,SniperRifle,4.2,4.3,https://www.light.gg/db/items/2154059444,https://www.bungie.net/common/destiny2_content/icons/aad3dcc28bf0a6a6c5fd44b0df4981e4.jpg
835,The Long Walk,-,Legendary,Energy,SniperRifle,4.5,4.2,https://www.light.gg/db/items/3326850591,https://www.bungie.net/common/destiny2_content/icons/6e31e137816e45bc572f573392f355b1.jpg
836,The Long Walk,-,Legendary,Energy,SniperRifle,3.5,5,https://www.light.gg/db/items/174804902,https://www.bungie.net/common/destiny2_content/icons/6e31e137816e45bc572f573392f355b1.jpg
837,The Mornin' Comes,-,Legendary,Energy,SniperRifle,0,0,https://www.light.gg/db/items/2535939781,https://www.bungie.net/common/destiny2_content/icons/cc6ac6e270e148273afd8dd57b2dbcde.jpg
838,Trophy Hunter,-,Legendary,Energy,SniperRifle,4.3,2.9,https://www.light.gg/db/items/4166221755,https://www.bungie.net/common/destiny2_content/icons/7eb8f38b329c0c714ae4ec8bcfe44b64.jpg
839,Twilight Oath,-,Legendary,Energy,SniperRifle,2.4,4.8,https://www.light.gg/db/items/3297863558,https://www.bungie.net/common/destiny2_content/icons/5baeb68f78976816e0ef47d02d5a33fb.jpg
840,Uzume RR4,-,Legendary,Energy,SniperRifle,4.7,3.9,https://www.light.gg/db/items/2065081837,https://www.bungie.net/common/destiny2_content/icons/441d3b73ceebd6c99d380cf020fedd84.jpg
841,Uzume RR4 (Adept),-,Legendary,Energy,SniperRifle,4.7,4.3,https://www.light.gg/db/items/852228780,https://www.bungie.net/common/destiny2_content/icons/103bde336ea126cb029e2d0a1e390a9d.jpg
842,Veleda-D,-,Legendary,Energy,SniperRifle,2,4,https://www.light.gg/db/items/3666954562,https://www.bungie.net/common/destiny2_content/icons/1e169532ff2d6e13fbc00b419b01dae7.jpg
843,Widow's Bite,-,Legendary,Energy,SniperRifle,5,5,https://www.light.gg/db/items/3312073055,https://www.bungie.net/common/destiny2_content/icons/974e392d68dfd9baf47d0cd1c1521eaf.jpg
844,Widow's Bite,-,Legendary,Energy,SniperRifle,2.3,3.4,https://www.light.gg/db/items/1271343896,https://www.bungie.net/common/destiny2_content/icons/974e392d68dfd9baf47d0cd1c1521eaf.jpg
845,Bad Reputation,-,Legendary,Energy,SubmachineGun,3.8,4.5,https://www.light.gg/db/items/2105827099,https://www.bungie.net/common/destiny2_content/icons/00f3e5388d34f52511354ed6a6d9fa8a.jpg
846,Borrowed Time,-,Legendary,Energy,SubmachineGun,4.2,4.2,https://www.light.gg/db/items/875848769,https://www.bungie.net/common/destiny2_content/icons/533882821d0cfbc21cd15731e61edc5f.jpg
847,Breath of the Dragon,-,Legendary,Energy,SubmachineGun,3.5,5,https://www.light.gg/db/items/1357080535,https://www.bungie.net/common/destiny2_content/icons/87101ec438f095082d4b7e5f07ec732a.jpg
848,Bug-Out Bag,-,Legendary,Energy,SubmachineGun,4.3,3.4,https://www.light.gg/db/items/2744715540,https://www.bungie.net/common/destiny2_content/icons/0f3580a18bb096689ec1dffbdbe848d7.jpg
849,Bug-Out Bag,-,Legendary,Energy,SubmachineGun,4.9,2.6,https://www.light.gg/db/items/2832639510,https://www.bungie.net/common/destiny2_content/icons/466f580a98bafa9104c0c0981cf57f36.jpg
850,CALUS Mini-Tool,-,Legendary,Energy,SubmachineGun,4.9,3.7,https://www.light.gg/db/items/2490988246,https://www.bungie.net/common/destiny2_content/icons/40909558f2b45d65917eb0c9e245f403.jpg
851,CALUS Mini-Tool,-,Legendary,Energy,SubmachineGun,3.8,3.3,https://www.light.gg/db/items/174192097,https://www.bungie.net/common/destiny2_content/icons/40909558f2b45d65917eb0c9e245f403.jpg
852,Death Adder,-,Legendary,Energy,SubmachineGun,3,3,https://www.light.gg/db/items/2517599010,https://www.bungie.net/common/destiny2_content/icons/242ccfe000ba534300e916a9d08b62f8.jpg
853,Death Adder,-,Legendary,Energy,SubmachineGun,4.2,3.6,https://www.light.gg/db/items/2742490609,https://www.bungie.net/common/destiny2_content/icons/242ccfe000ba534300e916a9d08b62f8.jpg
854,Every Waking Moment,-,Legendary,Energy,SubmachineGun,4.2,3.2,https://www.light.gg/db/items/4277547616,https://www.bungie.net/common/destiny2_content/icons/866df0ebd4053089043da4f30c87e174.jpg
855,Foggy Notion,-,Legendary,Energy,SubmachineGun,3,4,https://www.light.gg/db/items/2700862856,https://www.bungie.net/common/destiny2_content/icons/51c91c87213300124edb5fede62610a1.jpg
856,Funnelweb,-,Legendary,Energy,SubmachineGun,4.9,3.8,https://www.light.gg/db/items/3341893443,https://www.bungie.net/common/destiny2_content/icons/d936e6dd748647d394afd71110f48b21.jpg
857,IKELOS_SMG_v1.0.1,-,Legendary,Energy,SubmachineGun,3.5,3.7,https://www.light.gg/db/items/1723472487,https://www.bungie.net/common/destiny2_content/icons/fcb5c23bfb9ce953eae54a812aea6dcb.jpg
858,IKELOS_SMG_v1.0.2,-,Legendary,Energy,SubmachineGun,4.7,3.7,https://www.light.gg/db/items/2222560548,https://www.bungie.net/common/destiny2_content/icons/fcb5c23bfb9ce953eae54a812aea6dcb.jpg
859,IKELOS_SMG_v1.0.3,-,Legendary,Energy,SubmachineGun,5,4.4,https://www.light.gg/db/items/2149683300,https://www.bungie.net/common/destiny2_content/icons/f12d04f740f02f82958233a55fa259f5.jpg
860,MIDA Mini-Tool,-,Legendary,Energy,SubmachineGun,4.6,4.6,https://www.light.gg/db/items/3089417788,https://www.bungie.net/common/destiny2_content/icons/fbd267e600a0ae6eb1096e7d4548779d.jpg
861,Mob Justice,-,Legendary,Energy,SubmachineGun,5,4,https://www.light.gg/db/items/3954531357,https://www.bungie.net/common/destiny2_content/icons/c8922c900bce5394c4837086eb03e800.jpg
862,No Survivors,-,Legendary,Energy,SubmachineGun,4.8,5,https://www.light.gg/db/items/3262192268,https://www.bungie.net/common/destiny2_content/icons/68e6dcff48514d8b331072aad550e923.jpg
863,Out of Bounds,-,Legendary,Energy,SubmachineGun,4.4,4.4,https://www.light.gg/db/items/2988121501,https://www.bungie.net/common/destiny2_content/icons/34d48b131353ccaa2ac6f137aa2165b4.jpg
